id,year,citation_count,reference_count,patent_count,doctype,team_size,institution_count,in_degree,out_degree,total_degree
W4360882901,2023,3,5,0,preprint,2,1,0,0,0
W4376862788,2023,3,49,0,preprint,3,2,0,1,1
W4379470774,2023,3,23,0,article,18,6,0,2,2
W4381956464,2023,3,26,0,book-chapter,8,2,1,3,4
W4383620763,2023,3,40,0,review,1,1,0,1,1
W4383682248,2023,3,13,0,article,3,2,0,0,0
W4383682887,2023,3,27,0,article,2,2,1,0,1
W4384664803,2023,3,1,0,article,1,1,0,0,0
W4384705462,2023,3,20,0,article,6,4,1,0,1
W4385540503,2023,3,41,0,article,4,1,0,0,0
W4385851015,2023,3,6,0,article,3,2,3,1,4
W4386407115,2023,3,37,0,article,7,5,0,0,0
W4386438896,2023,3,31,0,article,3,2,1,3,4
W4388699883,2023,3,64,0,article,7,1,0,4,4
W4388971932,2023,3,67,0,article,11,3,0,1,1
W4389668775,2023,3,113,0,article,7,7,0,0,0
W4391227220,2024,3,21,0,article,2,2,0,2,2
W4392779375,2023,3,92,0,book-chapter,1,3,0,0,0
W4392782700,2024,2,15,0,article,8,3,0,0,0
W4393149525,2024,3,37,0,article,3,3,1,5,6
W4393166176,2024,2,27,0,review,14,12,0,3,3
W4400235975,2024,3,57,0,article,4,3,0,0,0
W4403223208,2024,3,37,0,article,3,2,1,2,3
W4403301307,2024,3,94,0,article,3,5,0,3,3
W4365600826,2023,0,24,0,preprint,0,0,0,0,0
W4367333357,2023,0,26,0,book-chapter,0,0,0,2,2
W4367333406,2023,0,13,0,book-chapter,0,0,0,2,2
W4377939752,2023,0,5,0,article,0,0,0,0,0
W4378176687,2023,0,20,0,article,0,0,0,0,0
W4378190053,2023,0,12,0,article,0,0,0,1,1
W4378977166,2023,0,0,0,article,0,0,0,0,0
W4379030982,2023,0,35,0,article,0,0,0,0,0
W4379116079,2023,0,18,0,article,0,0,0,3,3
W4379162407,2023,0,0,0,article,0,0,0,0,0
W4381511348,2023,0,33,0,preprint,0,0,0,0,0
W4381591315,2023,0,0,0,article,0,0,0,0,0
W4383566619,2023,0,110,0,book-chapter,0,0,0,1,1
W4384404956,2023,0,58,0,preprint,0,0,0,0,0
W3196151666,2021,0,73,0,article,0,0,0,2,2
W3196402899,2021,0,14,0,book-chapter,0,0,0,0,0
W3197985803,2021,0,9,0,book-chapter,0,0,0,0,0
W3198547792,2019,0,0,0,article,0,0,0,0,0
W3199233722,2021,0,58,0,book-chapter,0,0,0,0,0
W3200722120,2021,0,14,0,article,0,0,0,1,1
W3200757387,2019,0,0,0,article,0,0,0,0,0
W3203438702,2021,0,0,0,article,0,0,0,0,0
W3205226083,2021,0,0,0,article,0,0,0,0,0
W3205420469,2019,0,0,0,article,0,0,0,0,0
W3205897662,2021,0,4,0,book-chapter,0,0,0,0,0
W3205908718,2022,0,15,0,article,0,0,0,3,3
W2810726094,2019,8,16,0,article,3,2,0,0,0
W2907659255,2019,8,67,0,article,7,1,0,0,0
W2919123256,2019,8,44,0,article,3,2,0,0,0
W2948272699,2019,8,46,0,article,2,2,0,0,0
W2980657357,2023,8,37,0,article,2,5,0,0,0
W2989848191,2019,8,21,0,article,2,1,4,0,4
W3009855617,2020,8,83,0,article,2,2,0,0,0
W3041483436,2020,8,6,0,article,3,1,3,1,4
W3085973558,2020,8,37,0,article,1,1,2,0,2
W3093580181,2020,8,80,0,article,11,8,0,0,0
W3096675316,2020,8,12,0,article,5,1,6,3,9
W3100064863,2020,8,16,0,article,1,1,0,0,0
W3122116004,2021,8,58,0,article,1,1,0,0,0
W3133137810,2021,8,56,0,article,5,2,1,1,2
W3139466620,2021,8,27,0,article,4,2,1,0,1
W3157898425,2021,8,143,0,review,3,1,0,0,0
W3173528309,2022,8,28,0,article,3,1,1,1,2
W3190651273,2021,8,41,0,article,6,1,0,1,1
W3205907192,2021,8,49,0,article,2,1,1,6,7
W3215798057,2021,8,44,0,article,2,3,0,0,0
W4224987358,2022,8,38,0,article,3,2,1,0,1
W4281985820,2022,7,64,0,article,1,1,0,1,1
W4281995523,2022,8,40,0,article,6,5,0,0,0
W4293143748,2022,8,62,0,article,3,2,0,0,0
W4296720925,2022,7,28,0,article,9,5,0,1,1
W4302027276,2022,8,39,0,article,4,1,2,2,4
W4306179602,2022,8,74,0,article,10,7,0,2,2
W4310506797,2022,8,43,0,article,2,1,1,2,3
W4315478412,2023,2,41,0,article,5,2,2,1,3
W4367693594,2023,8,121,0,article,2,2,0,1,1
W4377695165,2023,6,19,0,article,10,12,0,0,0
W4380884417,2023,8,16,0,article,1,1,2,1,3
W4385463381,2023,9,91,0,review,7,3,0,2,2
W4385573424,2022,8,50,0,article,5,3,0,2,2
W4392303597,2024,8,53,0,article,7,3,0,0,0
W2987616764,2019,197,49,0,article,9,2,9,0,9
W3111669096,2020,132,64,0,article,4,2,7,0,7
W2995154691,2019,118,29,0,article,17,15,0,0,0
W2290553230,2020,9,9,0,article,1,4,0,0,0
W2912122771,2019,11,51,0,article,4,4,0,0,0
W2917321993,2019,11,30,0,article,5,2,0,0,0
W2919268930,2019,10,24,1,article,3,1,5,0,5
W2943628287,2019,10,62,0,book-chapter,3,2,0,0,0
W2949836530,2019,10,6,0,article,3,1,5,0,5
W2965996947,2019,10,26,0,book-chapter,4,2,1,0,1
W2966971174,2019,10,18,0,article,5,2,3,0,3
W2970270402,2019,10,0,0,article,0,0,0,0,0
W2989674684,2019,10,12,1,article,3,1,4,1,5
W2989726285,2019,10,18,0,article,4,1,4,0,4
W2990716336,2019,10,22,0,article,2,1,1,0,1
W3012387779,2020,10,44,0,article,2,1,2,0,2
W3013773979,2020,10,11,0,article,3,1,0,0,0
W3018511909,2020,10,53,0,article,2,2,3,0,3
W3019073887,2020,10,29,0,article,2,1,0,0,0
W3024223584,2020,10,21,0,article,3,2,0,0,0
W3033342347,2020,10,51,0,article,6,2,0,0,0
W3040959123,2020,10,73,0,article,6,5,0,1,1
W3042313054,2020,9,60,0,article,6,3,1,1,2
W3134202623,2021,10,52,0,article,1,1,0,0,0
W3136642102,2021,10,37,0,article,4,1,1,1,2
W3154586561,2021,10,43,0,article,4,2,0,0,0
W3157115718,2021,9,54,0,article,1,1,0,0,0
W3159223641,2021,10,12,0,article,6,1,1,1,2
W3165135268,2021,10,21,2,article,8,1,1,0,1
W3182239939,2021,10,50,0,article,15,5,0,0,0
W4206964714,2022,11,108,0,review,6,4,0,0,0
W4211049540,2019,10,112,0,article,1,1,0,0,0
W4226227827,2022,11,68,0,article,6,2,1,2,3
W4246807241,2020,10,3,0,article,2,1,1,0,1
W4281761882,2022,10,90,0,article,2,1,1,1,2
W4283736018,2022,10,47,0,article,3,1,2,2,4
W4293052140,2022,8,59,0,article,3,4,0,0,0
W4306762239,2022,11,34,0,article,4,3,4,3,7
W4310209513,2022,8,56,0,review,12,9,0,0,0
W4380786075,2023,10,50,0,article,6,4,1,3,4
W4386494562,2023,11,41,0,article,2,2,1,2,3
W4386913765,2023,10,82,0,article,7,4,2,1,3
W2950582496,2019,26,109,0,article,13,8,0,1,1
W3133711581,2021,27,40,0,article,8,3,1,1,2
W3142135936,2021,21,81,0,article,9,13,1,0,1
W3200344883,2021,27,20,0,article,54,15,4,1,5
W4211087965,2022,26,66,0,article,3,2,1,0,1
W2922640992,2019,26,39,0,article,16,7,0,0,0
W2949938179,2019,26,13,0,article,3,1,1,0,1
W2969909998,2019,26,49,0,article,8,2,1,0,1
W3003005532,2020,25,24,0,article,27,23,0,0,0
W3022974905,2020,26,49,0,article,3,4,2,0,2
W3085780433,2020,25,124,3,review,8,5,0,2,2
W4388539990,2023,5,41,0,review,17,22,0,0,0
W4389234952,2023,4,0,0,article,0,0,0,0,0
W4391042170,2024,5,51,0,article,8,7,1,1,2
W4391487347,2024,4,23,0,article,11,3,1,0,1
W4393937712,2024,5,31,0,article,9,10,0,3,3
W4399212885,2024,5,77,0,article,8,8,1,0,1
W4399546774,2024,5,63,0,preprint,5,2,0,6,6
W2914581490,2019,4,53,0,article,3,3,0,0,0
W2943951882,2019,4,42,0,article,33,32,0,1,1
W2944814930,2019,4,33,0,article,5,4,0,0,0
W2951328346,2019,4,1,0,article,27,27,0,0,0
W2967220678,2019,4,14,0,article,6,1,1,0,1
W2968986429,2019,4,41,0,preprint,7,1,0,0,0
W2988116461,2019,4,40,0,article,8,3,1,0,1
W2988993204,2019,4,19,0,article,11,4,0,0,0
W2992731352,2019,4,4,0,article,18,22,0,0,0
W3011098372,2020,4,43,0,article,4,2,0,0,0
W3024326514,2020,4,14,0,article,7,5,0,0,0
W3031015692,2020,4,72,0,article,9,8,0,0,0
W3035876902,2020,4,47,0,article,7,5,0,1,1
W3038926557,2020,4,5,0,article,111,38,0,1,1
W3113089135,2020,4,54,0,article,3,3,0,0,0
W3115638228,2020,4,94,0,preprint,5,2,1,1,2
W3127786966,2021,4,34,0,preprint,3,1,0,0,0
W3136318761,2021,4,41,0,article,5,3,0,0,0
W3163858683,2020,4,9,0,article,4,4,0,0,0
W3172887075,2021,4,89,0,preprint,42,28,0,0,0
W3177860065,2021,4,1,0,preprint,438,3,1,0,1
W3185854778,2021,4,53,0,article,7,2,0,0,0
W3196133846,2021,4,0,0,preprint,0,0,1,0,1
W3199248946,2021,4,67,0,article,2,3,0,0,0
W3200994870,2021,4,19,0,article,8,5,0,0,0
W3210565380,2021,4,6,0,article,2,2,1,1,2
W3212178870,2021,4,16,0,preprint,12,2,0,0,0
W3214219777,2021,4,9,0,article,180,45,0,1,1
W4200265361,2021,4,41,0,article,6,3,0,0,0
W4220876445,2022,4,34,0,article,9,2,1,2,3
W4221049201,2022,4,16,0,article,24,37,0,1,1
W4223588340,2022,4,11,0,article,16,16,0,0,0
W4225968113,2022,4,33,0,article,7,3,0,0,0
W4226330357,2022,3,36,0,article,6,5,1,0,1
W3206360718,2021,1,107,0,article,5,1,0,0,0
W3207655226,2021,1,27,0,article,9,2,0,0,0
W3208722502,2021,1,14,0,article,1,1,0,0,0
W3209443983,2021,1,9,0,article,4,3,0,0,0
W3212256691,2021,1,22,0,article,11,4,0,0,0
W3212397987,2021,1,12,0,article,2,3,0,0,0
W3214075102,2021,1,25,0,preprint,8,5,0,0,0
W3214151106,2021,1,14,0,article,2,1,0,1,1
W3214368057,2021,1,0,0,article,0,0,0,0,0
W3214791121,2022,1,8,0,article,4,2,1,1,2
W3215050880,2021,1,24,0,article,3,2,0,0,0
W3215391137,2021,1,30,0,article,5,4,0,0,0
W3216411702,2021,1,45,0,article,3,2,0,1,1
W4200060542,2021,1,10,0,article,14,4,0,0,0
W4200062131,2021,1,35,0,article,4,4,0,0,0
W4200075463,2021,1,29,0,preprint,11,5,0,0,0
W4200110446,2021,1,54,0,preprint,12,4,0,0,0
W2946265073,2019,0,0,0,article,0,0,0,0,0
W2950414838,2019,0,28,0,preprint,0,0,0,0,0
W2968381067,2019,0,0,0,article,0,0,0,0,0
W2972561710,2019,0,0,0,article,0,0,0,0,0
W2979610372,2019,0,27,0,book-chapter,0,0,0,0,0
W2979767340,2019,0,51,0,book-chapter,0,0,0,0,0
W2979908181,2019,0,27,0,book-chapter,0,0,0,0,0
W2982695726,2019,0,35,0,preprint,0,0,0,0,0
W3006381875,2019,0,0,0,article,0,0,0,0,0
W3014660235,2019,0,28,0,preprint,0,0,0,0,0
W2911988913,2019,4,11,0,article,3,4,0,0,0
W2942630545,2019,6,13,0,article,6,8,0,0,0
W2945176765,2020,6,23,0,article,1,1,0,0,0
W2953357161,2019,6,43,0,book-chapter,3,1,0,0,0
W2995621587,2019,6,5,0,article,9,2,1,0,1
W2996704998,2019,6,0,0,article,0,0,0,0,0
W3000755173,2019,6,24,0,article,7,4,0,0,0
W3006839625,2019,6,0,0,article,0,0,0,0,0
W3012049276,2020,5,10,0,article,2,1,0,0,0
W3014637930,2020,6,30,0,book-chapter,4,2,0,0,0
W3022869908,2020,6,13,0,article,4,1,0,0,0
W3023995820,2020,6,23,0,article,3,1,3,0,3
W3092155936,2020,4,7,0,article,5,2,0,0,0
W3108144709,2020,7,48,0,article,1,1,0,0,0
W3108958519,2020,6,25,0,article,7,5,0,0,0
W3112877131,2020,6,48,0,article,3,2,3,0,3
W3120984464,2021,6,49,0,article,7,6,0,0,0
W3136672375,2021,6,11,0,article,1,1,2,1,3
W3142026535,2021,6,42,0,article,8,3,0,0,0
W3143391748,2021,5,9,0,article,8,7,0,0,0
W3172627932,2021,6,65,0,article,2,2,0,2,2
W3184326578,2021,7,45,0,article,4,4,1,0,1
W3186994875,2021,6,0,0,article,0,0,1,0,1
W3191678423,2021,6,14,0,article,2,2,0,0,0
W3205565515,2021,6,42,1,article,3,2,2,1,3
W3205709374,2021,6,29,0,article,3,3,0,1,1
W3206357538,2021,6,42,0,article,7,2,1,2,3
W3208319187,2021,6,13,0,article,3,2,1,0,1
W3209901280,2021,6,132,0,preprint,13,8,1,0,1
W3214702028,2021,6,8,0,article,3,1,1,1,2
W3214716338,2021,6,48,0,article,2,1,2,1,3
W3217110623,2021,6,55,0,article,5,1,0,1,1
W3217407249,2021,3,53,0,article,2,1,0,2,2
W4200083843,2021,6,62,0,article,12,7,1,1,2
W4200172248,2021,6,52,0,review,1,1,0,0,0
W4200244553,2021,6,40,0,review,2,4,0,0,0
W4200484146,2021,5,7,0,review,3,2,0,1,1
W4214650739,2022,6,22,0,article,3,3,0,0,0
W4220879101,2022,5,14,0,article,5,6,1,3,4
W4225266479,2022,6,43,0,article,3,2,0,1,1
W2941989738,2019,26,37,0,article,6,2,0,0,0
W2981747930,2019,26,54,0,article,3,1,1,1,2
W3087925883,2020,27,53,1,article,4,4,1,2,3
W3094567389,2020,25,78,0,article,16,6,0,0,0
W3137727372,2021,26,101,0,article,3,2,2,2,4
W4297201253,2022,26,43,0,article,3,4,0,0,0
W2951489799,2019,25,66,0,article,5,1,0,0,0
W2962888968,2019,25,61,0,article,4,3,5,1,6
W2966792034,2019,23,25,0,article,5,3,0,0,0
W2997815555,2020,21,41,0,article,2,3,2,0,2
W3025731359,2020,25,20,0,article,3,3,0,0,0
W3041603717,2020,25,78,0,article,1,1,0,0,0
W3183190846,2021,25,32,0,article,22,14,3,2,5
W4383681024,2023,25,70,0,article,11,7,0,0,0
W2932804513,2019,25,49,0,article,3,1,3,0,3
W2945070328,2019,24,0,0,article,0,0,0,0,0
W2970500246,2019,25,71,0,article,7,5,1,1,2
W2972249866,2019,22,72,0,article,2,2,0,0,0
W2990069970,2019,25,57,0,article,4,3,2,0,2
W2999083296,2020,24,49,0,review,2,1,2,1,3
W3023434893,2020,24,35,0,article,3,4,0,0,0
W4323438589,2023,22,23,0,article,5,3,0,0,0
W2953401032,2019,22,12,0,article,8,1,0,0,0
W3016678447,2020,23,51,0,article,5,1,0,0,0
W3032144537,2020,22,49,0,article,10,4,2,0,2
W3123842165,2021,23,191,0,review,2,2,3,0,3
W3148547830,2021,23,136,0,article,2,1,3,0,3
W3153155343,2021,23,129,0,review,2,1,1,0,1
W3154733264,2021,23,31,0,article,5,3,1,0,1
W3191132518,2021,24,7,0,article,8,3,1,0,1
W4206925278,2022,23,165,0,article,6,4,1,2,3
W4226223759,2021,23,13,0,article,5,2,4,1,5
W3134433137,2021,0,0,0,article,0,0,0,0,0
W3134823744,2021,0,25,0,preprint,0,0,0,0,0
W3135003744,2021,0,28,0,preprint,0,0,0,1,1
W3136954726,2020,0,0,0,article,0,0,0,0,0
W3139518929,2021,0,0,0,article,0,0,0,0,0
W3143590319,2019,0,5,0,article,0,0,0,0,0
W3145600717,2021,0,13,0,article,0,0,0,0,0
W3154628241,2020,0,35,0,article,0,0,0,0,0
W3157064946,2021,0,0,0,article,0,0,0,0,0
W3158507653,2019,0,0,0,article,0,0,0,0,0
W3159645179,2021,0,0,0,article,0,0,0,0,0
W3159784203,2021,0,0,0,article,0,0,0,0,0
W4318038952,2023,0,68,0,preprint,0,0,0,0,0
W4319067156,2023,0,15,0,preprint,0,0,0,0,0
W4319075944,2023,0,33,0,article,0,0,0,0,0
W4319082167,2023,0,0,0,article,0,0,0,0,0
W4319082317,2023,0,0,0,article,0,0,0,0,0
W4319082433,2023,0,0,0,article,0,0,0,0,0
W4319928917,2023,0,0,0,article,0,0,0,0,0
W4319933698,2023,0,0,0,article,0,0,0,0,0
W4319939183,2023,0,0,0,article,0,0,0,0,0
W4319939702,2023,0,0,0,article,0,0,0,0,0
W4320481209,2023,0,21,0,article,0,0,0,1,1
W4320482020,2023,0,62,0,article,0,0,0,0,0
W4320500814,2023,0,0,0,article,0,0,0,0,0
W4320502436,2023,0,8,0,book-chapter,0,0,0,0,0
W4320510718,2022,0,0,0,article,0,0,0,0,0
W4321592884,2019,0,0,0,dataset,0,0,0,0,0
W4321594215,2019,0,0,0,dataset,0,0,0,0,0
W4321594217,2019,0,0,0,dataset,0,0,0,0,0
W4321649516,2019,0,0,0,dataset,0,0,0,0,0
W4321650438,2019,0,0,0,dataset,0,0,0,0,0
W4321650442,2019,0,0,0,dataset,0,0,0,0,0
W4321650496,2019,0,0,0,dataset,0,0,0,0,0
W4321650511,2019,0,0,0,dataset,0,0,0,0,0
W4321650526,2019,0,0,0,dataset,0,0,0,0,0
W4321650532,2019,0,0,0,dataset,0,0,0,0,0
W4321747354,2019,0,0,0,dataset,0,0,0,0,0
W4321761625,2019,0,0,0,dataset,0,0,0,0,0
W4321761690,2019,0,0,0,dataset,0,0,0,0,0
W4321767180,2019,0,0,0,dataset,0,0,0,0,0
W4321767235,2019,0,0,0,dataset,0,0,0,0,0
W4321781604,2023,0,0,0,article,0,0,0,0,0
W4321782047,2023,0,0,0,article,0,0,0,0,0
W4322217749,2019,0,0,0,dataset,0,0,0,0,0
W4322397254,2019,0,0,0,dataset,0,0,0,0,0
W4322398608,2019,0,0,0,dataset,0,0,0,0,0
W4322399378,2019,0,0,0,dataset,0,0,0,0,0
W4322399392,2019,0,0,0,dataset,0,0,0,0,0
W4322399394,2019,0,0,0,dataset,0,0,0,0,0
W4322418568,2019,0,0,0,dataset,0,0,0,0,0
W4322491509,2019,0,0,0,dataset,0,0,0,0,0
W4322491528,2019,0,0,0,dataset,0,0,0,0,0
W4322491538,2019,0,0,0,dataset,0,0,0,0,0
W4322622989,2023,0,40,0,preprint,0,0,0,0,0
W4322703988,2019,0,0,0,article,0,0,0,0,0
W4322769610,2023,0,0,0,article,0,0,0,0,0
W4324378453,2023,0,26,0,preprint,0,0,0,1,1
W4324386878,2023,0,0,0,article,0,0,0,0,0
W4403450287,2024,0,41,0,article,0,0,0,0,0
W4403452307,2024,0,35,0,article,0,0,0,3,3
W4403479599,2024,0,56,0,article,0,0,0,2,2
W4403485007,2024,0,87,0,book-chapter,0,0,0,1,1
W4403487527,2024,0,0,0,book-chapter,0,0,0,0,0
W4403505647,2024,0,86,0,preprint,0,0,0,3,3
W4403507122,2024,0,76,0,preprint,0,0,0,0,0
W4403523631,2024,0,67,0,article,0,0,0,0,0
W4403532729,2024,0,83,0,review,0,0,0,0,0
W4403542600,2024,0,3,0,article,0,0,0,0,0
W4403544583,2024,0,4,0,article,0,0,0,0,0
W4403556995,2024,0,31,0,article,0,0,0,1,1
W4403576803,2024,0,34,0,article,0,0,0,3,3
W4403681680,2024,0,41,0,review,0,0,0,0,0
W4404470380,2024,0,23,0,preprint,0,0,0,1,1
W4404513019,2024,0,47,0,preprint,0,0,0,0,0
W4404788007,2024,0,0,0,article,0,0,0,0,0
W4404823637,2024,0,48,0,article,0,0,0,0,0
W4404849655,2024,0,0,0,article,0,0,0,0,0
W4405077110,2024,0,54,0,article,0,0,0,0,0
W4405130726,2024,0,357,0,review,0,0,0,0,0
W3130036784,2021,102,240,0,review,7,3,0,0,0
W3132584473,2021,105,52,0,article,9,3,5,2,7
W3127316317,2020,104,117,0,article,7,6,1,1,2
W2945621989,2019,99,0,0,article,0,0,0,0,0
W2980706509,2019,93,38,0,article,17,5,0,0,0
W3014654829,2020,89,109,0,review,2,2,4,0,4
W2997915788,2019,79,56,0,article,5,4,2,1,3
W3200214919,2021,87,26,0,article,4,3,0,0,0
W4387440602,2023,6,70,0,article,5,6,0,3,3
W4389040134,2023,6,29,0,preprint,11,5,2,0,2
W4389684460,2023,6,58,0,article,6,5,0,2,2
W2919065603,2019,5,47,0,article,4,1,1,0,1
W2972425031,2019,5,14,0,book-chapter,2,2,0,0,0
W3033475262,2020,5,35,0,article,2,1,0,0,0
W3060955068,2020,5,23,0,article,4,4,1,1,2
W3152943983,2021,6,59,0,article,5,6,0,0,0
W3157664688,2021,5,23,0,article,6,5,3,0,3
W3198731039,2024,4,51,0,article,3,2,0,1,1
W3203859089,2021,5,46,0,article,3,1,1,1,2
W4225146923,2022,5,59,0,article,10,7,0,1,1
W4225359679,2022,4,28,0,article,5,3,0,3,3
W4309688488,2022,5,35,0,article,6,3,0,0,0
W4327910379,2023,6,14,0,article,3,1,1,3,4
W4381158022,2023,5,53,0,article,11,6,0,2,2
W4387948934,2023,5,87,0,article,18,14,0,0,0
W4389778117,2023,5,28,0,article,3,2,0,0,0
W4391897699,2024,4,234,0,article,3,2,0,1,1
W4392378610,2024,4,32,0,article,173,143,0,0,0
W4403091086,2024,5,61,0,article,134,74,1,4,5
W3129831264,2021,4,9,0,article,4,2,0,3,3
W3131042167,2021,4,5,0,article,3,1,3,1,4
W3164828858,2021,4,64,0,article,10,5,0,0,0
W3209723757,2021,4,29,0,article,6,5,0,0,0
W4211093434,2022,4,37,0,article,2,1,0,3,3
W4221022508,2022,4,65,0,article,2,1,0,0,0
W4224276713,2022,4,32,0,article,7,3,0,0,0
W4283375983,2022,4,44,0,article,6,2,1,0,1
W4309175895,2022,4,48,0,preprint,3,1,1,2,3
W4315927746,2023,3,48,0,article,7,3,0,1,1
W4324338776,2023,4,18,0,article,10,2,0,0,0
W4366603555,2023,4,72,0,article,3,2,0,0,0
W4372194402,2023,4,50,0,review,3,3,0,1,1
W4382584536,2023,4,39,0,article,5,3,0,0,0
W4386523695,2023,4,24,0,article,4,1,2,5,7
W4387934941,2023,4,51,0,article,6,4,0,1,1
W4391348074,2024,4,80,0,article,26,14,0,2,2
W4396723770,2024,4,70,0,article,15,13,0,1,1
W2999738570,2020,3,20,0,article,2,1,0,0,0
W3014560949,2020,2,0,0,article,0,0,0,0,0
W3016454047,2020,3,13,0,article,6,1,0,0,0
W3019942695,2020,3,18,0,article,5,2,1,0,1
W3021834743,2020,3,62,0,article,2,1,0,1,1
W3025416726,2020,3,2,0,article,1,1,0,0,0
W3030161897,2020,3,11,0,article,1,1,1,0,1
W3033329030,2020,3,29,0,article,4,3,0,0,0
W3037530974,2020,3,17,0,preprint,3,3,2,1,3
W3049115581,2021,3,36,0,article,7,2,0,0,0
W3075290747,2020,3,27,0,article,5,1,0,0,0
W3081028438,2020,4,39,0,article,1,1,0,0,0
W3086825610,2020,3,21,0,article,3,1,0,0,0
W3089413274,2020,3,10,0,article,6,5,0,0,0
W3092586708,2020,3,46,0,article,6,4,0,0,0
W3093846434,2020,3,17,0,article,5,3,0,1,1
W3094078729,2020,3,40,0,article,3,4,0,0,0
W3095226250,2020,3,32,0,article,13,6,0,1,1
W3096693050,2020,3,21,0,article,3,1,2,1,3
W3100629840,2020,3,31,0,article,4,4,0,0,0
W3105445037,2020,3,35,0,article,6,2,0,0,0
W3109162131,2020,3,37,0,article,6,3,0,0,0
W3109281256,2020,3,19,0,article,3,4,1,0,1
W3110918953,2020,3,11,0,article,3,3,0,0,0
W3116574893,2020,3,67,0,article,2,2,0,0,0
W3130335965,2020,3,18,0,article,8,7,0,0,0
W3130530591,2020,3,31,0,article,7,1,2,1,3
W3156066067,2020,3,22,0,article,5,2,1,2,3
W3174171933,2021,3,21,0,article,5,3,0,0,0
W3204622593,2021,3,15,0,article,3,3,0,0,0
W3205443264,2021,3,32,0,article,7,2,0,0,0
W3217416699,2021,3,16,0,article,5,5,0,1,1
W4220668921,2022,3,16,0,article,5,5,0,0,0
W4248352888,2020,3,0,0,preprint,0,0,0,0,0
W4281651043,2022,3,9,0,article,13,3,0,0,0
W4282916860,2022,3,56,0,article,7,3,0,2,2
W4311938348,2022,3,47,0,article,3,4,0,1,1
W4320487176,2023,3,98,0,article,3,2,0,0,0
W4360993195,2023,3,32,0,article,6,3,0,0,0
W4367173227,2023,3,70,0,article,5,3,0,0,0
W4382402969,2023,3,35,0,article,5,1,0,0,0
W4384024977,2023,2,31,0,article,10,7,1,2,3
W4386067806,2023,3,35,0,article,6,5,0,0,0
W4387948442,2023,3,63,0,article,5,2,0,2,2
W4389704067,2023,3,0,0,book,0,0,0,0,0
W4389780856,2023,3,102,0,article,2,2,0,2,2
W4390586810,2024,2,35,0,article,5,2,0,2,2
W4393141091,2024,3,32,0,article,11,6,0,3,3
W1582578229,2020,2,3,0,article,3,2,0,0,0
W2940642560,2019,2,36,0,article,2,1,0,0,0
W2999692083,2020,2,5,0,article,21,8,0,0,0
W2999849642,2020,2,0,0,article,0,0,0,0,0
W3005069517,2020,2,8,0,article,5,5,0,1,1
W3005835653,2020,2,40,0,preprint,2,1,2,3,5
W3009746454,2020,2,21,0,article,3,1,2,0,2
W3010034067,2020,2,49,0,book-chapter,2,1,0,0,0
W3015222132,2020,2,0,0,article,0,0,0,0,0
W3021535442,2020,2,21,0,article,3,3,0,0,0
W3027635939,2020,2,5,0,article,1,1,0,0,0
W3029760158,2020,2,60,0,preprint,12,4,0,0,0
W3031542180,2020,2,80,0,article,6,3,0,1,1
W3034099557,2020,2,0,0,article,0,0,0,0,0
W3036848980,2020,2,48,0,article,1,1,1,0,1
W3038822014,2020,1,93,0,preprint,9,4,0,0,0
W3041738863,2020,2,12,0,article,2,2,0,0,0
W3041941942,2020,1,23,0,article,3,2,0,2,2
W3046149928,2020,3,37,0,article,4,4,0,0,0
W3048680556,2020,3,34,0,article,2,1,2,0,2
W3091241922,2020,2,54,0,article,2,2,1,1,2
W3094878163,2020,2,17,0,article,5,3,1,0,1
W3094891602,2020,2,0,0,article,0,0,0,0,0
W3096174956,2020,2,0,0,article,0,0,0,0,0
W3096649504,2020,2,0,0,article,0,0,0,0,0
W3096731214,2020,2,0,0,article,0,0,0,0,0
W3097581365,2020,2,0,0,article,0,0,0,0,0
W3098098087,2020,2,1,0,article,7,9,1,0,1
W3099809356,2020,2,9,0,article,7,6,1,2,3
W3100031932,2020,2,9,0,article,10,2,0,0,0
W3101651555,2020,2,57,0,preprint,6,2,0,0,0
W3101721309,2020,2,8,0,article,13,9,0,0,0
W3104673424,2020,2,42,0,article,9,3,0,0,0
W3107312282,2020,2,22,0,article,3,1,0,0,0
W3108492989,2020,2,0,0,article,0,0,1,0,1
W3119662734,2020,1,58,0,article,3,2,0,1,1
W3123489258,2020,2,43,0,article,2,2,0,0,0
W3127123205,2020,2,41,0,preprint,4,4,0,0,0
W3127556216,2020,2,15,0,article,3,2,1,0,1
W3131386587,2020,2,17,0,article,5,1,0,2,2
W3131615156,2020,2,0,0,article,0,0,0,0,0
W3177126002,2021,2,20,0,article,2,1,0,0,0
W3184269590,2021,2,40,0,article,3,3,0,2,2
W3186083223,2022,2,33,0,article,2,1,0,0,0
W3190898117,2021,2,40,0,article,5,4,1,0,1
W2924954255,2019,2,28,0,article,6,3,0,0,0
W2964101347,2019,2,8,0,article,2,2,0,0,0
W2964743283,2019,2,4,0,article,1,1,0,0,0
W2980385294,2019,2,34,0,preprint,3,2,0,0,0
W2984135397,2019,2,17,0,article,4,2,2,0,2
W2989437166,2019,2,11,0,article,6,2,0,1,1
W2989715384,2019,2,0,0,article,0,0,2,0,2
W2995072039,2019,2,18,0,article,1,1,0,0,0
W2995351680,2019,2,26,0,preprint,2,1,0,0,0
W3001842244,2019,2,0,0,book-chapter,0,0,0,0,0
