paperid,year,date,cited_by_count,reference_count,citation_count,patent_count
W4401905903,2024,2024-08-27,0,20,0,0
W4401917291,2024,2024-08-27,0,17,0,0
W4401918879,2024,2024-08-27,0,109,0,0
W4401938635,2024,2024-08-28,0,13,0,0
W4401946353,2024,2024-08-28,0,40,0,0
W4401947481,2024,2024-08-28,0,44,0,0
W4401954661,2024,2024-08-28,0,45,0,0
W4401968365,2024,2024-08-27,0,9,0,0
W4401976090,2024,2024-08-20,0,28,0,0
W4401976945,2024,2024-08-20,0,56,0,0
W4401996235,2024,2024-08-29,0,43,0,0
W4402010052,2024,2024-08-29,0,7,0,0
W4402012218,2024,2024-08-29,0,4,0,0
W4402018700,2024,2024-08-28,0,62,0,0
W4402045489,2024,2024-08-30,0,137,0,0
W4402071376,2024,2024-08-29,0,15,0,0
W4402071599,2024,2024-08-29,0,0,0,0
W4402078772,2024,2024-08-31,0,0,0,0
W4402088290,2024,2024-08-31,0,46,0,0
W4402114649,2024,2024-09-01,0,37,0,0
W4402119680,2024,2024-09-02,0,0,0,0
W4402136103,2024,2024-09-02,0,9,0,0
W4402145634,2024,2024-09-01,0,72,0,0
W4402147715,2024,2024-01-01,0,25,0,0
W4402156514,2024,2024-06-09,0,16,0,0
W4402157612,2024,2024-06-09,0,17,0,0
W4402164565,2024,2024-09-03,0,75,0,0
W4402173020,2024,2024-09-03,0,41,0,0
W4402193262,2024,2024-09-03,0,9,0,0
W4402204264,2024,2024-09-02,0,11,0,0
W4402235163,2024,2024-09-04,0,0,0,0
W4402238730,2024,2024-09-04,0,0,1,0
W4402241687,2024,2024-09-04,0,0,0,0
W4402254356,2024,2024-09-01,0,103,0,0
W4402266202,2024,2024-09-05,0,14,0,0
W4402266915,2024,2024-01-01,0,0,0,0
W4402277605,2024,2024-09-05,0,1,0,0
W4402300164,2024,2024-09-06,0,16,0,0
W4402313956,2024,2024-09-06,0,0,0,0
W4362678579,2023,2023-04-01,0,0,0,0
W4365459946,2023,2023-04-13,0,0,0,0
W4380550577,2023,2023-06-14,0,8,0,0
W4380550677,2023,2023-06-01,0,48,0,0
W4380591093,2023,2023-06-14,0,0,0,0
W4383047454,2023,2023-01-01,0,44,0,0
W4383710425,2023,2023-07-10,0,18,0,0
W4383817474,2023,2023-07-01,0,0,0,0
W4385381877,2023,2023-07-29,0,47,0,0
W4385417281,2023,2023-07-31,0,71,0,0
W4385621983,2023,2023-08-07,0,37,0,0
W4385622756,2023,2023-08-07,0,0,0,0
W4386054853,2023,2023-08-22,0,41,0,0
W4386122221,2023,2023-08-22,0,5,0,0
W4386128192,2023,2023-06-30,0,0,0,0
W4386128206,2023,2023-06-30,0,0,0,0
W4386128211,2023,2023-06-30,0,0,0,0
W4386367578,2023,2023-01-01,0,0,0,0
W4386730970,2023,2023-01-01,0,5,0,0
W4386735883,2023,2023-09-14,0,0,0,0
W4387552632,2023,2023-10-11,0,0,0,0
W4387896208,2023,2023-10-23,0,9,0,0
W4388035836,2024,2024-05-03,0,36,0,0
W4388160847,2023,2023-11-01,0,142,0,0
W4388240643,2023,2023-01-01,0,0,0,0
W4388514455,2023,2023-01-01,0,16,0,0
W4388553780,2023,2023-11-08,0,25,0,0
W4388927661,2023,2023-01-01,0,27,0,0
W4389240891,2023,2023-11-30,0,59,0,0
W4389253569,2023,2023-12-01,0,30,0,0
W4389463153,2023,2023-12-07,0,37,0,0
W4389667133,2023,2023-11-04,0,0,0,0
W4390097905,2023,2023-11-06,0,0,0,0
W4390100494,2023,2023-11-13,0,4,0,0
W4390108481,2023,2023-12-22,0,22,0,0
W4390113528,2023,2023-12-22,0,64,0,0
W4390122415,2023,2023-12-22,0,54,0,0
W4390128246,2023,2023-12-01,0,1,0,0
W4390356490,2023,2023-01-01,0,4,0,0
W4391806312,2024,2024-02-14,0,170,0,0
W4392154930,2024,2024-02-26,0,14,0,0
W4392887201,2023,2023-12-01,0,3,0,0
W4393657943,2022,2022-01-06,0,0,0,0
W4393670461,2022,2022-01-06,0,0,0,0
W4399117199,2024,2024-05-29,0,10,0,0
W4399117239,2024,2024-05-29,0,9,0,0
W4399117328,2024,2024-05-29,0,12,0,0
W4399121919,2024,2024-05-29,0,31,0,0
W4399134328,2024,2024-05-28,0,38,0,0
W4399139561,2024,2024-05-29,0,61,0,0
W4399141418,2024,2024-05-29,0,7,0,0
W4399143451,2024,2024-05-01,0,44,0,0
W2915963147,2019,2019-02-22,23,58,23,0
W2949040625,2019,2019-06-01,23,13,23,0
W3007413682,2020,2020-02-26,23,17,25,0
W3177279740,2021,2021-06-22,23,52,22,0
W4212823176,2022,2022-02-14,23,74,23,0
W4285273243,2022,2022-01-01,22,45,22,0
W2964869292,2019,2019-08-03,21,40,19,0
W3028984554,2020,2020-05-26,21,45,21,0
W4205278191,2022,2022-01-04,21,18,21,0
W2965421074,2019,2019-08-02,20,33,20,0
W3132440590,2021,2021-02-16,20,49,19,0
W2943093290,2019,2019-01-01,1,6,1,0
W2960812094,2022,2022-01-01,1,10,1,0
W2974344876,2019,2019-01-01,1,2,1,0
W2979483315,2019,2019-07-01,1,15,1,0
W2982663858,2019,2019-07-01,1,29,1,0
W2990156803,2019,2019-11-28,1,26,1,0
W2990633182,2019,2019-11-28,1,31,1,0
W3047686302,2020,2020-08-07,13,20,13,0
W3082067740,2020,2020-09-01,13,4,13,0
W3091392857,2020,2020-10-06,13,0,13,0
W3091949583,2020,2020-10-05,13,117,13,0
W3101665103,2020,2020-11-17,13,11,13,0
W3131535691,2020,2020-03-10,13,47,13,0
W4214760983,2022,2022-02-22,13,33,13,0
W4283655932,2022,2022-06-28,13,27,13,0
W4296050337,2022,2022-09-16,13,27,13,0
W4311268628,2022,2022-12-13,13,127,13,0
W2405813753,2019,2019-06-11,12,9,12,0
W2912746746,2019,2019-02-07,12,43,11,0
W2958531358,2019,2019-07-07,12,35,12,0
W3139244887,2021,2021-01-01,12,0,12,1
W4237442550,2020,2020-07-06,12,63,12,0
W4323835263,2023,2023-03-10,12,19,12,0
W4385559495,2023,2023-01-01,12,39,8,0
W4393002303,2024,2024-03-20,12,193,13,0
W4396235896,2024,2024-02-20,0,4,0,0
W2982801695,2019,2019-11-28,10,33,10,0
W2983817657,2019,2019-10-01,10,9,9,0
W2992828633,2019,2019-12-04,10,86,10,0
W3013397982,2020,2020-01-01,10,28,9,0
W3108005168,2020,2020-11-30,10,5,10,0
W3163530906,2021,2021-05-07,10,50,8,0
W3182883154,2021,2021-07-01,10,29,10,0
W3192876423,2021,2021-07-03,10,159,10,0
W3200192126,2021,2021-09-12,10,23,9,0
W3204848606,2021,2021-09-27,10,14,9,0
W3216811950,2021,2021-11-23,10,66,10,0
W4306827323,2022,2022-10-19,10,47,10,0
W4311663587,2022,2022-12-13,10,31,10,0
W4394577113,2024,2024-04-08,10,127,8,0
W4307744719,2022,2022-11-01,0,17,0,0
W4308117901,2022,2022-09-14,0,0,0,0
W4308410882,2022,2022-11-07,0,0,0,0
W4308927066,2022,2022-11-01,0,0,0,0
W4310936955,2022,2022-12-09,0,14,0,0
W4242433474,2020,2020-04-01,0,0,0,0
W2552948420,2021,2021-05-10,0,40,0,0
W2030212259,2020,2020-01-01,20,32,20,0
W2940188946,2019,2019-04-15,20,14,20,0
W2944935347,2019,2019-05-24,20,41,20,0
W2947139630,2019,2019-03-01,20,20,20,0
W2964462519,2019,2019-08-05,20,15,20,0
W3004951130,2020,2020-02-10,20,64,19,0
W3034899417,2020,2020-06-08,20,48,20,0
W3040856335,2020,2020-01-01,20,44,19,0
W3103982831,2020,2020-06-07,20,24,20,0
W3111546452,2020,2020-12-09,20,56,20,0
W3127093137,2021,2021-02-03,20,33,20,0
W4306770630,2022,2022-10-18,20,63,20,0
W4288041358,2022,2022-07-26,4,27,4,0
W4292283992,2022,2022-08-08,4,8,2,0
W4294298968,2022,2022-08-01,4,7,4,0
W4307381111,2022,2022-10-25,4,28,4,0
W4312839970,2022,2022-09-01,4,71,4,0
W4391839410,2024,2024-02-15,4,147,4,0
W4400314721,2024,2024-06-01,4,76,4,0
W3158045416,2021,2021-04-29,4,45,4,0
W3158713734,2021,2021-04-22,4,51,4,0
W3161708173,2020,2020-09-30,4,48,4,0
W3187849492,2021,2021-08-07,4,45,4,0
W3190389292,2021,2021-09-09,4,41,4,0
W3196370607,2021,2021-09-10,4,68,4,0
W3199785433,2021,2021-09-16,4,42,5,0
W3206650364,2021,2021-10-20,4,37,3,0
W3207407874,2021,2021-10-15,4,14,4,0
W3207967359,2021,2021-10-16,4,17,4,0
W3210094647,2021,2021-10-25,4,13,4,0
W3212480536,2021,2021-11-05,4,34,4,0
W4206007264,2022,2022-01-11,4,76,4,0
W4214490929,2022,2022-03-01,4,21,4,0
W4224244857,2022,2022-04-18,4,47,4,0
W4230851752,2021,2021-06-02,4,13,4,0
W4280595622,2022,2022-05-13,4,36,4,0
W4280608877,2022,2022-05-16,4,38,4,0
W4282557620,2022,2022-06-10,4,34,4,0
W4284681918,2022,2022-07-06,4,29,4,0
W2802967348,2024,2024-02-14,1,1,1,0
W3133595678,2021,2021-01-01,2,28,2,0
W3136335912,2021,2021-03-16,2,26,2,0
W3158651941,2019,2019-01-01,2,10,2,0
W3170571056,2021,2021-07-18,2,0,2,0
W3176273284,2021,2021-07-01,2,40,2,0
W3177304590,2021,2021-06-25,2,33,2,0
W3179026373,2022,2022-01-25,2,31,2,0
W3179739305,2021,2021-06-30,2,50,2,0
W3187475018,2021,2021-08-05,2,29,2,0
W3202418458,2021,2021-01-01,2,15,2,0
W3212436879,2021,2021-01-01,2,0,2,0
W3216263940,2021,2021-11-25,2,42,2,0
W4200410165,2021,2021-10-01,2,11,2,0
W4205517601,2022,2022-01-12,2,39,2,0
W4206267465,2021,2021-01-01,2,9,2,0
W4206285952,2021,2021-07-02,2,1,2,0
W4210527879,2022,2022-02-01,2,21,2,0
W4226239517,2022,2022-01-01,2,0,2,0
W4281288199,2022,2022-05-23,2,13,2,0
W4281673138,2022,2022-06-02,2,1,2,0
W4281734706,2022,2022-05-28,2,170,2,0
W4281781082,2022,2022-06-01,2,20,2,0
W4285145453,2022,2022-06-30,2,129,2,0
W2946608360,2019,2019-05-24,5,0,5,0
W2954056842,2019,2019-07-05,5,22,5,2
W2962976082,2019,2019-07-24,5,68,5,0
W2963645036,2019,2019-01-01,5,22,5,0
W3006566055,2020,2020-07-27,5,19,5,0
W3016429108,2020,2020-04-17,5,12,5,0
W3041311760,2020,2020-07-09,5,59,5,0
W3043995085,2020,2020-07-22,5,13,5,0
W3095683947,2020,2020-11-02,5,20,5,0
W3097567497,2020,2020-10-11,5,11,5,0
W3097834362,2020,2020-10-14,5,72,5,0
W3102439379,2019,2019-01-01,5,0,5,0
W3115937355,2021,2021-01-02,5,45,5,0
W3137185873,2021,2021-01-01,5,0,5,0
W3163398019,2021,2021-05-06,5,20,5,0
W3176366127,2021,2021-06-24,5,42,5,0
W3177024521,2021,2021-06-01,5,34,5,0
W3186139944,2021,2021-01-01,5,24,5,0
W3188062232,2021,2021-08-06,5,18,5,0
W3189217180,2021,2021-01-01,5,17,5,0
W3213855300,2021,2021-09-02,5,12,5,0
W4206041304,2022,2022-01-01,5,154,5,0
W4206937878,2022,2022-01-25,5,18,5,0
W4207027836,2022,2022-01-25,5,26,5,0
W4225377472,2022,2022-05-03,5,84,5,0
W4244337775,2021,2021-04-01,5,26,5,0
W4281293523,2022,2022-05-20,5,56,5,0
W4281701188,2022,2022-04-04,5,53,5,0
W4281727974,2022,2022-05-01,5,36,4,0
W4283762489,2022,2022-06-01,5,82,5,0
W4283811950,2022,2022-07-01,5,15,5,0
W4283822823,2022,2022-07-04,5,72,5,0
W4289048689,2022,2022-07-31,5,15,4,0
W4292260370,2022,2022-08-17,5,46,5,0
W4248946074,2020,2020-07-24,12,44,12,0
W4280586731,2022,2022-05-12,12,74,11,0
W4366729095,2023,2023-04-19,12,33,12,0
W4388023111,2023,2023-10-30,12,47,12,0
W4388140199,2023,2023-11-01,12,59,12,0
W4393857892,2024,2024-04-03,12,67,12,0
W4394571531,2024,2024-04-08,12,62,10,0
W2979833817,2019,2019-05-01,11,0,11,0
W3015308604,2020,2020-07-23,11,29,11,0
W3119106714,2021,2021-01-08,11,15,12,0
W3133417272,2021,2021-02-17,11,70,10,0
W3158550040,2021,2021-01-01,11,117,11,0
W3171692473,2021,2021-06-10,11,44,11,0
W3188676998,2021,2021-06-21,11,13,11,0
W3199778397,2021,2021-01-01,11,53,11,0
W3205744440,2021,2021-10-13,11,60,11,0
W4245954488,2020,2020-01-01,11,168,11,0
W4296709256,2022,2022-09-21,11,163,11,0
W4302933549,2022,2022-06-01,11,36,11,0
W4380304484,2023,2023-06-12,11,12,12,0
W4382051293,2023,2023-06-26,11,19,11,0
W4390607664,2024,2024-01-01,11,29,11,0
W2937649785,2019,2019-04-16,10,23,11,0
W2952090780,2019,2019-01-01,10,8,11,0
W2975659122,2019,2019-09-24,10,61,10,0
W3034026208,2020,2020-01-01,10,16,10,0
W3080348470,2020,2020-08-21,10,23,10,0
W3108162773,2020,2020-11-20,10,52,9,0
W3108450515,2020,2020-11-21,10,40,10,0
W3123515782,2020,2020-09-10,10,53,10,0
W3172295544,2021,2021-06-09,10,52,10,0
W4210337976,2022,2022-01-27,10,56,10,0
W4225476180,2021,2021-08-25,10,5,10,0
W4282563950,2022,2022-06-13,10,53,9,0
W4283078232,2022,2022-06-17,10,33,9,0
W4296558822,2022,2022-09-21,10,36,10,0
W4322730804,2023,2023-02-01,10,240,10,0
W4323653347,2023,2023-03-09,10,53,10,0
W4362733065,2023,2023-04-10,10,48,10,0
W4390872052,2023,2023-10-01,10,75,10,0
W4396546342,2024,2024-05-01,10,304,11,0
W2998876260,2019,2019-06-13,9,8,9,0
W3011395146,2019,2019-12-01,9,19,9,0
W3096414051,2020,2020-08-01,9,8,9,0
W3098713788,2019,2019-11-01,9,122,9,0
W3139226479,2021,2021-03-12,9,74,9,0
W3153201461,2021,2021-04-12,9,34,9,0
W4282841441,2022,2022-06-14,9,16,9,0
W4296686121,2022,2022-09-22,9,17,9,0
W4301398220,2022,2022-10-04,9,79,9,0
W4310450715,2022,2022-10-09,9,30,9,0
W4311806034,2022,2022-11-30,9,27,9,0
W4390055310,2023,2023-12-20,9,160,9,0
W4390061330,2023,2023-12-20,9,25,8,0
W4390872395,2023,2023-10-01,9,47,9,0
W4391608509,2024,2024-02-06,9,39,9,0
W2996310184,2019,2019-05-14,8,16,8,0
W3005266577,2019,2019-11-12,8,29,8,0
W3018679612,2020,2020-01-01,8,0,8,0
W3030136092,2020,2020-05-29,8,40,9,0
W3118792184,2021,2021-03-04,8,57,8,0
W3131189237,2021,2021-02-07,8,28,8,0
W3132097038,2020,2020-01-01,8,24,7,0
W3141402887,2021,2021-03-26,8,16,8,1
W3163534702,2021,2021-05-08,8,50,8,0
W3174527364,2021,2021-06-22,8,50,8,1
W3176130222,2021,2021-01-01,8,67,8,0
W4214889796,2022,2022-03-03,8,70,8,0
W4224805285,2022,2022-01-01,8,2,8,0
W4237401584,2021,2021-04-07,8,67,8,0
W4239453952,2019,2019-01-01,8,51,8,0
W4286490645,2022,2022-07-21,8,54,8,0
W4286953495,2022,2022-06-22,8,32,9,0
W4311182315,2022,2022-12-12,8,92,8,0
W4385553341,2023,2023-08-03,8,57,10,0
W4387335093,2023,2023-10-04,8,45,6,0
W4390581773,2024,2024-01-01,8,54,8,0
W4399645310,2024,2024-06-13,8,352,10,0
W2916449697,2019,2019-02-27,7,27,7,0
W2962701603,2019,2019-12-01,7,19,7,0
W2969984570,2019,2019-08-19,7,33,7,0
W2971940003,2019,2019-09-04,7,40,7,0
W2972937077,2019,2019-01-01,7,39,7,0
W2990984711,2019,2019-11-19,7,42,6,0
W3015723673,2020,2020-04-09,7,24,7,0
W3016751541,2022,2022-04-08,7,83,7,0
W3093002235,2020,2020-10-12,7,45,7,0
W3129040772,2021,2021-01-01,7,32,7,0
W3137680490,2021,2021-03-11,7,12,7,0
W3165207516,2021,2021-01-01,7,29,7,0
W3203058270,2021,2021-09-24,7,73,7,0
W3205071138,2021,2021-10-20,7,70,7,0
W3216209701,2021,2021-01-01,7,74,7,0
W4220770999,2022,2022-03-21,7,64,7,0
W4225263128,2022,2022-05-02,7,51,6,0
W4226132814,2022,2022-04-01,7,67,7,0
W4226155163,2022,2022-03-02,7,0,7,0
W4282927943,2022,2022-05-31,7,90,7,0
W4285803331,2022,2022-07-19,7,52,7,0
W4302028703,2022,2022-10-05,7,61,7,0
W4312163398,2022,2022-12-23,7,40,7,0
W4313544486,2023,2023-01-05,7,38,7,0
W4313678539,2023,2023-01-07,7,28,6,0
W4319445020,2023,2023-02-07,7,7,5,0
W4366550031,2023,2023-04-19,7,41,6,0
W4367311891,2023,2023-04-28,7,10,7,0
W4367316612,2023,2023-04-03,7,11,7,0
W4379966311,2024,2024-01-01,7,54,7,0
W4382047893,2023,2023-06-26,7,31,7,0
W4385267341,2023,2023-07-25,7,28,7,0
W4385275612,2023,2023-07-26,7,53,7,0
W4385276821,2023,2023-07-26,7,43,7,0
W4385549376,2023,2023-08-01,7,110,8,0
W4386857852,2023,2023-09-19,7,6,7,0
W4391147421,2024,2024-01-23,7,88,8,0
W4392115787,2024,2024-02-01,7,81,7,0
W4396566790,2024,2024-05-01,7,37,6,0
W2922399877,2019,2019-03-14,6,0,6,0
W3049057647,2020,2020-08-16,6,26,5,0
W3083809016,2020,2020-01-01,6,45,6,0
W3084648453,2020,2020-09-11,6,30,6,0
W3108616377,2022,2022-10-26,6,89,6,0
W3157289237,2021,2021-05-03,6,30,6,0
W3174749316,2021,2021-06-15,6,22,6,5
W3183934956,2021,2021-07-22,6,27,6,0
W3200377900,2021,2021-09-18,6,73,6,0
W4200581841,2021,2021-12-08,6,50,6,0
W4220877576,2022,2022-01-01,6,54,6,0
W4226199523,2022,2022-01-01,6,39,6,0
W3022504219,2020,2020-08-17,105,28,105,0
W2964648173,2019,2019-07-17,1,13,1,0
W2968474636,2019,2019-08-16,1,12,1,0
W2972186653,2019,2019-09-03,1,28,1,0
W2973983352,2019,2019-09-06,1,0,1,0
W3184694814,2021,2021-07-22,1,30,1,0
W3197774894,2022,2022-09-14,1,28,1,0
W4244454952,2019,2019-01-01,1,26,1,0
W4286499705,2022,2022-07-21,1,31,1,0
W4291993616,2022,2022-08-16,1,97,1,0
W4304192234,2022,2022-10-11,1,5,0,0
W4309453836,2022,2022-01-01,1,40,1,0
W4310235106,2022,2022-11-28,1,9,1,0
W4315605893,2023,2023-01-09,1,33,1,0
W4319299984,2023,2023-01-01,1,55,1,0
W4320020531,2022,2022-12-30,1,11,1,0
W4366777692,2023,2023-04-23,1,28,1,0
W4372267472,2023,2023-05-05,1,26,1,0
W4381955462,2023,2023-01-01,1,98,1,0
W4391264199,2024,2024-01-26,1,29,1,0
W4392057216,2024,2024-02-21,1,7,1,0
W4392810564,2024,2024-03-14,1,63,1,0
W4392817564,2024,2024-03-14,1,17,1,0
W4393199184,2024,2024-03-25,1,15,1,0
W4393719465,2022,2022-09-05,1,0,1,0
W4394060427,2024,2024-04-07,1,13,1,0
W4401568752,2024,2024-03-25,1,19,1,0
W3012804701,2020,2020-04-20,13,6,13,0
W3089251276,2020,2020-09-18,13,83,14,0
W3102918342,2020,2020-11-25,13,73,13,0
W4245408540,2021,2021-04-01,13,0,13,0
W4283068680,2022,2022-08-12,13,23,13,0
W2989863661,2019,2019-09-01,12,41,12,1
W3041450882,2022,2022-05-10,12,47,12,0
W3143862659,2021,2021-01-01,12,116,12,0
W4213080783,2022,2022-02-16,12,71,12,0
W4214691766,2022,2022-02-28,12,42,12,0
W4220728097,2022,2022-03-01,12,65,12,0
W4224239568,2022,2022-04-22,12,82,11,0
W4280504403,2022,2022-05-13,12,28,12,0
W4287150818,2022,2022-07-25,12,32,12,0
W4293063092,2022,2022-05-24,12,30,13,0
W4312143503,2022,2022-12-26,12,29,12,0
W4312455652,2022,2022-06-01,12,61,12,0
W2914869763,2019,2019-01-26,11,53,12,0
W3176523710,2021,2021-06-22,11,42,12,0
W3179292909,2021,2021-07-03,11,63,11,0
W4220720025,2022,2022-03-09,11,43,11,0
W4360820567,2023,2023-03-24,11,54,11,0
W4383100680,2023,2023-07-05,11,70,14,0
W4384830462,2023,2023-07-19,11,97,9,0
W2962916094,2019,2019-01-01,10,18,8,0
W2995951104,2019,2019-12-10,10,28,10,0
W3110623687,2020,2020-10-01,10,0,11,0
W3122364670,2021,2021-01-17,10,58,9,0
W4214681211,2022,2022-02-25,10,90,10,0
W4226085864,2022,2022-04-27,10,43,10,0
W4313334586,2022,2022-12-22,10,44,12,0
W4319066936,2023,2023-02-03,10,25,10,0
W2621165169,2019,2019-04-11,9,0,9,0
W2916873148,2019,2019-07-19,9,97,9,0
W2940834010,2019,2019-04-22,9,15,9,0
W2943417383,2019,2019-05-02,9,49,9,0
W2944634419,2019,2019-05-11,9,22,9,0
W2946446203,2019,2019-05-18,9,27,9,0
W2955171963,2019,2019-07-03,9,83,9,0
W2964832966,2019,2019-07-01,9,28,9,0
W2970452639,2019,2019-01-01,9,27,9,0
W2988276509,2019,2019-11-15,9,40,9,0
W2991127421,2019,2019-09-01,9,19,9,0
W3007966431,2019,2019-08-01,9,5,9,0
W3179781090,2021,2021-07-07,9,43,9,0
W4313442955,2022,2022-12-22,9,43,8,0
W4377826285,2023,2023-05-23,9,58,9,0
W4386510996,2023,2023-09-07,9,64,10,0
W4401631834,2024,2024-08-16,9,24,8,0
W2991495762,2019,2019-09-01,8,17,8,0
W2994601514,2019,2019-12-03,8,33,8,0
W3128527490,2021,2021-02-04,8,9,8,0
W4224041256,2022,2022-01-02,8,41,8,0
W4306178517,2022,2022-10-14,8,48,8,0
W4362633869,2023,2023-04-05,8,39,8,0
W4381248269,2023,2023-06-20,8,51,8,0
W3032654793,2020,2020-05-26,7,39,7,0
W3139413507,2021,2021-03-18,7,19,7,0
W3166995070,2021,2021-01-01,7,24,7,0
W3193298734,2022,2022-09-05,7,51,7,0
W4220665701,2022,2022-03-07,7,51,7,0
W4285225761,2022,2022-05-25,7,30,7,0
W4307951218,2022,2022-10-27,7,20,7,0
W4311776540,2022,2022-12-15,7,44,10,0
W4386830630,2023,2023-09-18,7,44,7,0
W4396834783,2024,2024-05-11,7,87,7,0
W2917643641,2019,2019-02-22,6,8,6,0
W3205712209,2021,2021-10-18,6,26,4,0
W4286696715,2022,2022-07-23,6,31,6,0
W4379533077,2023,2023-06-06,6,25,6,0
W4381329135,2023,2023-06-13,6,36,6,0
W4383743666,2023,2023-07-10,6,10,6,0
W4388879538,2023,2023-11-21,6,81,6,0
W2646566201,2020,2020-09-03,5,3,5,0
W3187332248,2021,2021-08-04,5,0,1,0
W3201029804,2021,2021-09-15,5,76,5,0
W4248881318,2021,2021-01-01,0,12,0,0
W4249292711,2019,2019-12-31,0,0,0,0
W4249545596,2021,2021-01-01,0,8,0,0
W4249678205,2019,2019-12-31,0,0,0,0
W4250034134,2021,2021-01-01,0,6,0,0
W4250210453,2021,2021-08-02,0,32,0,0
W4253051184,2019,2019-01-01,0,10,0,0
W4253353375,2019,2019-08-01,0,5,0,0
W4211080052,2022,2022-01-01,0,6,0,0
W4211119093,2019,2019-08-01,0,37,0,0
W4213058589,2021,2021-12-04,0,4,0,0
W4213323911,2022,2022-02-16,0,42,0,0
W4214885372,2022,2022-02-01,0,28,0,0
W4224992942,2022,2022-03-28,0,14,0,0
W4225274168,2022,2022-02-11,0,136,0,0
W4225834096,2022,2022-01-01,0,0,0,0
W4226079711,2022,2022-01-01,0,9,0,0
W4226085434,2022,2022-01-01,0,81,0,0
W4226115531,2022,2022-01-01,0,3,0,0
W4226159407,2022,2022-01-01,0,25,0,0
W4226232219,2022,2022-01-01,0,1,0,0
W4226489104,2022,2022-01-01,0,1,0,0
W4226497374,2022,2022-01-01,0,1,0,0
W3082589978,2019,2019-01-01,0,38,0,0
W3084850330,2019,2019-11-11,0,0,0,0
W3092496555,2019,2019-01-01,0,65,0,0
W3010724487,2020,2020-03-12,65,33,53,0
W2991860863,2019,2019-10-01,61,36,62,0
W2945987109,2019,2019-05-13,59,81,28,0
W3035531123,2020,2020-06-15,53,50,52,2
W3104944572,2020,2020-11-14,52,66,52,0
W3035403497,2020,2020-06-09,51,20,51,0
W4255895504,2019,2019-12-31,0,0,0,0
W4256635364,2019,2019-01-01,0,42,0,0
W4281710471,2022,2022-06-08,0,34,0,0
W4282044460,2022,2022-06-09,0,21,0,0
W4283739543,2022,2022-01-01,0,0,0,0
W4283759864,2022,2022-06-29,0,14,0,0
W4285225326,2022,2022-01-01,0,0,0,0
W4285491944,2022,2022-07-15,0,3,0,0
W4285492676,2022,2022-07-15,0,59,0,0
W4285503934,2022,2022-05-01,0,0,0,0
W4285583508,2020,2020-11-13,0,0,0,0
W4285587568,2022,2022-07-16,0,0,0,0
W4285588238,2022,2022-07-16,0,0,0,0
W4285716578,2020,2020-01-01,0,2,0,0
W4285717013,2020,2020-01-01,0,18,0,0
W4285719095,2020,2020-01-01,0,17,0,0
W4285721373,2020,2020-01-01,0,3,0,0
W4285722540,2020,2020-01-01,0,12,0,0
W4285722920,2020,2020-01-01,0,7,0,0
W4285723625,2020,2020-01-01,0,22,0,0
W4286303823,2022,2022-05-18,0,0,0,0
W4287373155,2022,2022-08-02,0,35,0,0
W4288428213,2022,2022-07-28,0,29,0,0
W4288435585,2022,2022-07-28,0,8,0,0
W4292317560,2022,2022-08-17,0,28,0,0
W4293086364,2022,2022-03-23,0,72,0,0
W4293118061,2020,2020-01-01,0,26,0,0
W4293127812,2021,2021-01-01,0,0,0,0
W4293170684,2021,2021-10-02,0,0,0,0
W4293234905,2022,2022-04-22,0,17,0,0
W4294050552,2022,2022-09-01,0,25,0,0
W4294308343,2022,2022-08-31,0,32,0,0
W4294440095,2022,2022-09-03,0,28,0,0
W2959947674,2019,2019-07-15,19,30,18,0
W2991569121,2019,2019-10-01,19,39,19,0
W3022309471,2020,2020-05-07,19,80,19,0
W3033917002,2020,2020-06-08,19,45,18,0
W3157093930,2021,2021-05-03,19,4,19,0
W3167796397,2021,2021-06-07,19,9,19,0
W3202984131,2021,2021-10-07,19,76,19,0
W4362465217,2023,2023-03-31,19,70,19,0
W2597969018,2023,2023-03-31,18,96,18,0
W2912411411,2019,2019-01-25,18,43,19,0
W2943074282,2019,2019-04-01,18,57,18,0
W2960293857,2019,2019-07-16,18,29,18,0
W3013479538,2020,2020-03-23,18,37,18,0
W3024541755,2020,2020-05-15,18,38,18,0
W3025392015,2020,2020-05-16,18,53,18,0
W3132357684,2020,2020-10-24,18,21,18,0
W3178655650,2021,2021-07-07,18,53,18,0
W4210869593,2022,2022-02-08,18,42,17,0
W4320487161,2023,2023-02-13,18,59,18,0
W2988482913,2019,2019-11-04,17,20,17,0
W3004010118,2020,2020-01-28,17,25,17,0
W3139307191,2021,2021-03-12,17,33,13,0
W3199320650,2022,2022-09-22,17,58,17,0
W3208340166,2021,2021-10-26,17,86,13,0
W4282832337,2022,2022-06-14,17,15,17,0
W4294001530,2022,2022-09-01,4,65,3,0
W4295510680,2022,2022-09-12,4,97,4,0
W4296199007,2022,2022-09-12,4,50,4,0
W4297263722,2022,2022-09-27,4,36,4,0
W4303579723,2022,2022-10-07,4,10,3,0
W4310216041,2022,2022-11-29,4,48,3,0
W4310450686,2022,2022-10-09,4,0,4,0
W4312137332,2022,2022-11-30,4,32,4,0
W4313450372,2022,2022-12-20,4,52,4,0
W4390753768,2024,2024-01-11,4,13,4,0
W4392436879,2024,2024-03-01,4,54,4,0
W4392438532,2024,2024-03-01,4,54,5,0
W4401113423,2024,2024-07-30,4,38,6,0
W4402716166,2024,2024-06-16,4,31,4,0
