source,target,year,ref_year,year_diff,type
W4248129580,W2483396064,2017,2016,1,citation
W4319303149,W2894146836,2023,2018,5,citation
W4319303149,W2905986839,2023,2018,5,citation
W4319303149,W2949876691,2023,2019,4,citation
W4319303149,W2979420091,2023,2019,4,citation
W4319303149,W2990295172,2023,2019,4,citation
W4319303149,W2999995229,2023,2020,3,citation
W4319303149,W3158836591,2023,2021,2,citation
W4319303149,W3195670858,2023,2021,2,citation
W4319303149,W4312576394,2023,2022,1,citation
W3040226701,W2339603787,2020,2016,4,citation
W3040226701,W2509086822,2020,2016,4,citation
W3040226701,W2594412840,2020,2017,3,citation
W3040226701,W2799360877,2020,2018,2,citation
W3040226701,W2800239682,2020,2018,2,citation
W3040226701,W2963396417,2020,2019,1,citation
W3040226701,W2990296230,2020,2019,1,citation
W3044458118,W2810694631,2020,2018,2,citation
W3194822807,W2517144006,2021,2016,5,citation
W4294795428,W2770136356,2022,2017,5,citation
W4294795428,W2910774181,2022,2019,3,citation
W4294795428,W3207213357,2022,2021,1,citation
W4294795428,W4294795428,2022,2022,0,citation
W4386076027,W4312563428,2023,2022,1,citation
W4386076027,W4312956471,2023,2022,1,citation
W4386076027,W4313175638,2023,2022,1,citation
W4386076027,W4386057720,2023,2023,0,citation
W4386076027,W4386066126,2023,2023,0,citation
W3105977086,W2785137542,2019,2018,1,citation
W4382468467,W2902247939,2023,2018,5,citation
W4382468467,W2914320462,2023,2019,4,citation
W4382468467,W2921737792,2023,2019,4,citation
W4382468467,W3080965113,2023,2020,3,citation
W4382468467,W4293440436,2023,2022,1,citation
W3042418592,W2596615883,2020,2017,3,citation
W4206077326,W2559906866,2022,2016,6,citation
W4206077326,W2895546802,2022,2018,4,citation
W3204454431,W3094627741,2021,2020,1,citation
W3007688190,W2342209196,2020,2016,4,citation
W3007688190,W2590321285,2020,2017,3,citation
W3007688190,W2745455711,2020,2017,3,citation
W2590098637,W2588971701,2017,2016,1,citation
W3015567121,W2762336051,2020,2017,3,citation
W3015567121,W2968977272,2020,2019,1,citation
W4318767786,W4318541517,2023,2023,0,citation
W4382243959,W3097760447,2023,2020,3,citation
W3207416024,W2946676436,2021,2019,2,citation
W3209098591,W2512890575,2021,2016,5,citation
W3039552801,W3003023170,2020,2020,0,citation
W3210590548,W2744953678,2021,2017,4,citation
W3210590548,W2964784128,2021,2019,2,citation
W3210590548,W3164957972,2021,2019,2,citation
W3210590548,W4247156688,2021,2019,2,citation
W3013328245,W2930146488,2020,2019,1,citation
W3016293201,W2528921019,2020,2016,4,citation
W3019790025,W2590984521,2020,2017,3,citation
W3019790025,W2917144120,2020,2019,1,citation
W3019790025,W4286852155,2020,2017,3,citation
W3023436354,W2793752176,2020,2018,2,citation
W3096413500,W2557777046,2020,2016,4,citation
W3096413500,W2798832052,2020,2018,2,citation
W3096413500,W3048039604,2020,2020,0,citation
W3101457432,W2949509306,2020,2016,4,citation
W3102465103,W2588745414,2020,2017,3,citation
W3102465103,W3121774394,2020,2020,0,citation
W3106270851,W2588745414,2020,2017,3,citation
W3106270851,W2789653010,2020,2016,4,citation
W4366139312,W2593177387,2023,2017,6,citation
W4366139312,W2956951036,2023,2019,4,citation
W4366139312,W4283762065,2023,2022,1,citation
W4384383437,W3131415194,2023,2021,2,citation
W4384383437,W4206216780,2023,2022,1,citation
W4382935781,W2911992709,2023,2019,4,citation
W4382935781,W4287778609,2023,2022,1,citation
W4384299903,W2988231324,2023,2019,4,citation
W4384343884,W2980885063,2023,2019,4,citation
W4384343884,W3177223725,2023,2021,2,citation
W4384343884,W3205907192,2023,2021,2,citation
W4384343884,W4384010814,2023,2023,0,citation
W2792931869,W2794157321,2018,2018,0,citation
W2895948233,W2499839977,2018,2016,2,citation
W2895948233,W2595102632,2018,2017,1,citation
W2909577776,W2290531422,2019,2016,3,citation
W2909577776,W2499609862,2019,2016,3,citation
W2975019326,W2296264640,2019,2016,3,citation
W2975019326,W2782864083,2019,2018,1,citation
W2975019326,W2912800346,2019,2019,0,citation
W2979686325,W2601176657,2019,2017,2,citation
W2979686325,W2762254708,2019,2017,2,citation
W2979686325,W2904645206,2019,2018,1,citation
W3098112789,W2807636851,2019,2018,1,citation
W3098112789,W2900453346,2019,2018,1,citation
W2756305006,W2288160579,2017,2016,1,citation
W2756305006,W2589602976,2017,2017,0,citation
W2895341687,W2540614074,2018,2016,2,citation
W4387777072,W4308915395,2023,2022,1,citation
W4387777302,W3043244420,2023,2020,3,citation
W4387777302,W3044791541,2023,2020,3,citation
W4387777302,W3093561133,2023,2020,3,citation
W4387777302,W3196846779,2023,2021,2,citation
W4387777302,W4322770690,2023,2023,0,citation
W4387777339,W4283696734,2023,2022,1,citation
W4224126585,W2556590024,2022,2016,6,citation
W4224126585,W3122547876,2022,2021,1,citation
W2941564413,W1487709190,2019,2016,3,citation
W2941564413,W2752106769,2019,2017,2,citation
W2941564413,W2766487640,2019,2017,2,citation
W2941564413,W2805654773,2019,2018,1,citation
W2941564413,W2815624305,2019,2018,1,citation
W2941564413,W2950134585,2019,2017,2,citation
W2608567436,W2388222884,2017,2016,1,citation
W4362419611,W4213086401,2022,2022,0,citation
W4362419611,W4311794309,2022,2022,0,citation
W4362419611,W4311794770,2022,2022,0,citation
W4205755743,W2962766399,2022,2019,3,citation
W4205755743,W3049170103,2022,2020,2,citation
W4220853360,W2576753333,2022,2017,5,citation
W4220853360,W2781981287,2022,2018,4,citation
W4220853360,W2914280270,2022,2019,3,citation
W4220853360,W2964101724,2022,2016,6,citation
W4220853360,W3024541755,2022,2020,2,citation
W4223495966,W3045484692,2022,2020,2,citation
W4223495966,W3087162538,2022,2020,2,citation
W4223495966,W4223495966,2022,2022,0,citation
W4226374019,W2766488262,2022,2017,5,citation
W4226374019,W2969984570,2022,2019,3,citation
W4226374019,W3094624201,2022,2020,2,citation
W4226374019,W4241580204,2022,2018,4,citation
W4244521545,W3120604876,2022,2021,1,citation
W4284886498,W4286300802,2022,2022,0,citation
W4387774621,W3158836591,2023,2021,2,citation
W4387778860,W3129366020,2023,2020,3,citation
W2604399864,W2542998387,2017,2016,1,citation
W2940572276,W3035233118,2019,2022,-3,citation
W3215273231,W3131344963,2021,2021,0,citation
W3215779736,W2327648159,2021,2016,5,citation
W3215779736,W2991258092,2021,2019,2,citation
W3215779736,W3095708018,2021,2020,1,citation
W2601823762,W2463186589,2017,2016,1,citation
W2601823762,W2534749148,2017,2016,1,citation
W4400179387,W3043430593,2024,2020,4,citation
W4400186930,W4319316323,2024,2023,1,citation
W3019114312,W2533707330,2020,2016,4,citation
W3019114312,W2580035316,2020,2017,3,citation
W3019114312,W2749355267,2020,2017,3,citation
W3019114312,W2993327118,2020,2019,1,citation
W2319625707,W2334795732,2016,2016,0,citation
W2771341353,W2611007723,2017,2017,0,citation
W2771341353,W2616255275,2017,2016,1,citation
W2771341353,W2951611748,2017,2016,1,citation
W2771341353,W3157167705,2017,2016,1,citation
W2783148937,W1621556183,2017,2016,1,citation
W2783148937,W2471400908,2017,2016,1,citation
W2783148937,W2517389697,2017,2016,1,citation
W2783148937,W2625618370,2017,2017,0,citation
W2783148937,W2751474944,2017,2017,0,citation
W2783148937,W2772796212,2017,2017,0,citation
W2788825665,W2536878608,2018,2016,2,citation
W2788825665,W2585774018,2018,2017,1,citation
W2921313595,W2317022191,2019,2016,3,citation
W2921313595,W2790644657,2019,2018,1,citation
W2921313595,W2791503798,2019,2018,1,citation
W2947129898,W2963485174,2019,2016,3,citation
W2951489354,W2726993892,2018,2018,0,citation
W2951489354,W2786056888,2018,2018,0,citation
W2826918289,W2418848710,2018,2016,2,citation
W4382936272,W4200301955,2023,2021,2,citation
W4382936272,W4320036783,2023,2023,0,citation
W4385341848,W4306149839,2023,2022,1,citation
W4385459562,W2556590024,2023,2016,7,citation
W4385459562,W2949008776,2023,2019,4,citation
W4385459562,W3047863423,2023,2020,3,citation
W4385459562,W3165382023,2023,2021,2,citation
W4385459562,W4229059401,2023,2022,1,citation
W4385459562,W4383904444,2023,2023,0,citation
W4323688070,W2479984892,2023,2016,7,citation
W4381059944,W2994999390,2023,2019,4,citation
W4381059944,W3130516575,2023,2021,2,citation
W4392598341,W4200090259,2024,2021,3,citation
W4392598341,W4388446471,2024,2023,1,citation
W4387994915,W3102020094,2023,2021,2,citation
W4385580119,W3015567121,2023,2020,3,citation
W4385580119,W3214791121,2023,2022,1,citation
W4385631631,W3118142487,2023,2020,3,citation
W4385631631,W3119765496,2023,2021,2,citation
W4385893895,W2539308838,2023,2016,7,citation
W2584057062,W2252962319,2017,2016,1,citation
W4404290314,W4210765662,2024,2022,2,citation
W4404294542,W2529445942,2024,2016,8,citation
W4404294542,W4205315752,2024,2021,3,citation
W4206921718,W3157259021,2022,2021,1,citation
W4214508375,W2997979799,2022,2019,3,citation
W4392589909,W2995424678,2024,2019,5,citation
W4392589909,W3194470484,2024,2021,3,citation
W4392591378,W2726993892,2024,2018,6,citation
W4392591378,W3213139842,2024,2022,2,citation
W4392596146,W2799638542,2024,2018,6,citation
W2981939077,W2593901618,2019,2017,2,citation
W2550911523,W2510261690,2016,2016,0,citation
W2596509165,W2614156555,2020,2020,0,citation
W2605831691,W2274884494,2017,2016,1,citation
W2756723714,W2727868122,2017,2017,0,citation
W2765503801,W2588022915,2017,2017,0,citation
W2794187625,W2592007507,2018,2017,1,citation
W2800032774,W3101664568,2018,2016,2,citation
W2735433141,W2285968018,2017,2016,1,citation
W2741384379,W2520797392,2017,2016,1,citation
W2741384379,W2542216693,2017,2016,1,citation
W2741384379,W2557777046,2017,2016,1,citation
W2765094844,W2560690681,2017,2016,1,citation
W2765094844,W2762353980,2017,2017,0,citation
W2521597241,W2576355797,2016,2016,0,citation
W2798112314,W2588022915,2018,2017,1,citation
W2798112314,W2765503801,2018,2017,1,citation
W2798112314,W2907213040,2018,2019,-1,citation
W2799287251,W2576797881,2018,2017,1,citation
W2981944589,W2905831006,2019,2018,1,citation
W2981944589,W2910135986,2019,2019,0,citation
W2748046086,W2605403059,2017,2017,0,citation
W2748046086,W2611588359,2017,2017,0,citation
W2748046086,W2962809971,2017,2017,0,citation
W3019265869,W2293911271,2020,2016,4,citation
W4401371149,W3117932431,2024,2020,4,citation
W4401371149,W4285019683,2024,2022,2,citation
W4401371149,W4389201592,2024,2023,1,citation
W4401408656,W2770772476,2024,2017,7,citation
W4401408656,W2793030468,2024,2018,6,citation
W4401408656,W3134935089,2024,2021,3,citation
W4401408656,W3186071513,2024,2021,3,citation
W4401408656,W4221019320,2024,2022,2,citation
W4401408656,W4388270118,2024,2023,1,citation
W4401408656,W4391212036,2024,2024,0,citation
W4401408705,W4380607252,2024,2023,1,citation
W4401408705,W4386709670,2024,2023,1,citation
W4401408705,W4390188200,2024,2023,1,citation
W4401408705,W4392680736,2024,2024,0,citation
W4401408705,W4404133674,2024,2024,0,citation
W4401408705,W4404134132,2024,2024,0,citation
W4401408736,W4380607252,2024,2023,1,citation
W4401408736,W4390188200,2024,2023,1,citation
W4401408736,W4390189010,2024,2023,1,citation
W4401408736,W4392680736,2024,2024,0,citation
W4401408736,W4401568604,2024,2024,0,citation
W4401408736,W4404133525,2024,2024,0,citation
W4401408736,W4404133674,2024,2024,0,citation
W4401408736,W4404134132,2024,2024,0,citation
W2953025047,W2784547979,2019,2018,1,citation
W2953025047,W2951934944,2019,2018,1,citation
W4387701637,W3216478325,2023,2021,2,citation
W4387701637,W4307992680,2023,2022,1,citation
W3092641166,W2912159897,2020,2019,1,citation
W4286423375,W2509086822,2022,2016,6,citation
W4286423375,W2799360877,2022,2018,4,citation
W4286423375,W2963396417,2022,2019,3,citation
W4286423375,W3040226701,2022,2020,2,citation
W4286423375,W3111568928,2022,2020,2,citation
W2970532730,W2635173881,2019,2017,2,citation
W3017325661,W2306627494,2020,2016,4,citation
W2892622376,W2581174066,2017,2017,0,citation
W4288748355,W2333859352,2022,2016,6,citation
W4288748355,W3126338869,2022,2020,2,citation
W4288748355,W3163661981,2022,2021,1,citation
W4288748355,W3205733448,2022,2021,1,citation
W2750898199,W2471737917,2017,2016,1,citation
W4401414368,W2805114031,2024,2018,6,citation
W4401414368,W2968835533,2024,2019,5,citation
W4401414368,W2969124493,2024,2019,5,citation
W4401414368,W4383109196,2024,2023,1,citation
W4401415003,W2183388983,2024,2017,7,citation
W4401415003,W3048396061,2024,2020,4,citation
W4401415003,W4295038031,2024,2022,2,citation
W4401415003,W4361192399,2024,2023,1,citation
W4401416391,W3036339615,2024,2020,4,citation
W4402304394,W2601216776,2024,2017,7,citation
W4402304394,W2785210185,2024,2018,6,citation
W4391598764,W3017032679,2024,2020,4,citation
W2947984804,W2592007507,2019,2017,2,citation
W2947984804,W2794056821,2019,2018,1,citation
W2947984804,W2794187625,2019,2018,1,citation
W4280598544,W3198667874,2022,2021,1,citation
W4401700053,W4212945630,2024,2022,2,citation
W4401700053,W4225985538,2024,2022,2,citation
W3091419531,W2966437379,2020,2019,1,citation
W3091419531,W2982077106,2020,2019,1,citation
W3095961130,W2930146488,2020,2019,1,citation
W3175506407,W2963928335,2021,2018,3,citation
W3175506407,W3112532512,2021,2020,1,citation
W2884963035,W2294488629,2018,2017,1,citation
W2884963035,W2414478892,2018,2016,2,citation
W2884963035,W2558185986,2018,2017,1,citation
W2941936241,W2507736375,2019,2016,3,citation
W2941936241,W2565147767,2019,2016,3,citation
W4380626939,W2946224091,2023,2019,4,citation
W4380626939,W2993180841,2023,2020,3,citation
W4380626939,W3035076551,2023,2020,3,citation
W4380626939,W3093734695,2023,2021,2,citation
W4380626939,W3173669359,2023,2021,2,citation
W4386742155,W2782660935,2023,2018,5,citation
W4386742155,W4382753232,2023,2023,0,citation
W2800650650,W2527910201,2018,2016,2,citation
W2901540897,W2211460678,2019,2016,3,citation
W2901540897,W2294488629,2019,2017,2,citation
W2901540897,W2415915461,2019,2016,3,citation
W2901540897,W2558185986,2019,2017,2,citation
W2804667894,W2211460678,2018,2016,2,citation
W2804667894,W2294488629,2018,2017,1,citation
W2804667894,W2558185986,2018,2017,1,citation
W4225083128,W3179048869,2022,2021,1,citation
W4285254241,W2509086822,2022,2016,6,citation
W4285254241,W2769144249,2022,2017,5,citation
W4285254241,W3135186041,2022,2021,1,citation
W4285254241,W3198871324,2022,2021,1,citation
W4285254241,W4225129415,2022,2022,0,citation
W3014644085,W3000675794,2020,2020,0,citation
W3103188065,W3099790364,2017,2017,0,citation
W2888225742,W2277019871,2018,2016,2,citation
W2888225742,W2521853867,2018,2016,2,citation
W2888225742,W2618141244,2018,2017,1,citation
W2888225742,W2891183344,2018,2018,0,citation
W2888225742,W2914117531,2018,2019,-1,citation
W3153362629,W3049288516,2021,2020,1,citation
W4390007303,W2941564413,2023,2019,4,citation
W4390007303,W2956649458,2023,2019,4,citation
W4390007303,W2979306584,2023,2019,4,citation
W4390007303,W2989850664,2023,2019,4,citation
W4390007303,W3046223249,2023,2020,3,citation
W4390007303,W3201890384,2023,2021,2,citation
W4390007303,W4313524911,2023,2023,0,citation
W4390007303,W4318618752,2023,2023,0,citation
W4390707293,W2806561621,2024,2018,6,citation
W2609788553,W2394834952,2017,2016,1,citation
W2609788553,W2525568280,2017,2016,1,citation
W2609788553,W2607177050,2017,2017,0,citation
W2609788553,W2620046823,2017,2017,0,citation
W3005165492,W2555250939,2020,2016,4,citation
W3005165492,W2611007723,2020,2017,3,citation
W3005165492,W2771571146,2020,2017,3,citation
W3005165492,W2774528717,2020,2017,3,citation
W3005165492,W2782846081,2020,2018,2,citation
W3005165492,W2884699152,2020,2018,2,citation
W3005165492,W2902846710,2020,2018,2,citation
W3005165492,W2910782037,2020,2019,1,citation
W3005165492,W2951611748,2020,2016,4,citation
W3005378304,W2788769980,2020,2018,2,citation
W4396796040,W2606146315,2024,2017,7,citation
W4396796040,W2979607972,2024,2019,5,citation
W4396796040,W2996706283,2024,2019,5,citation
W4396796040,W4388628460,2024,2023,1,citation
W4400418577,W3025520212,2024,2020,4,citation
W4400418577,W4320522680,2024,2023,1,citation
W3203907021,W2736848882,2021,2017,4,citation
W3203907021,W4221075500,2021,2022,-1,citation
W3158009579,W2317613479,2021,2016,5,citation
W3158009579,W2891422633,2021,2018,3,citation
W3158009579,W3081820617,2021,2020,1,citation
W3160682332,W2791249411,2021,2018,3,citation
W3160682332,W2920273670,2021,2019,2,citation
W3200497336,W2280332364,2021,2016,5,citation
W3200497336,W2770676323,2021,2017,4,citation
W3200497336,W2906726344,2021,2019,2,citation
W3200497336,W2947715173,2021,2019,2,citation
W3200497336,W2980925493,2021,2019,2,citation
W3200497336,W3025812695,2021,2020,1,citation
W3200497336,W3037630880,2021,2020,1,citation
W3200497336,W3041908969,2021,2020,1,citation
W3200497336,W3093525434,2021,2020,1,citation
W3200497336,W3103400560,2021,2020,1,citation
W4400378335,W2394834952,2024,2016,8,citation
W4400378335,W4396916382,2024,2024,0,citation
W2730850866,W2767365142,2017,2017,0,citation
W2730850866,W2771571146,2017,2017,0,citation
W2730850866,W3157167705,2017,2016,1,citation
W3111437059,W2969463432,2020,2019,1,citation
W2951835216,W2317964920,2019,2016,3,citation
W3193583397,W3034822088,2021,2020,1,citation
W3099185239,W3121895384,2019,2016,3,citation
W3101285323,W2309252738,2017,2016,1,citation
W3101285323,W2484772434,2017,2016,1,citation
W3101285323,W3100032906,2017,2017,0,citation
W3101285323,W3103450740,2017,2016,1,citation
W2997326147,W2598783559,2019,2017,2,citation
W2998055962,W2775746225,2019,2017,2,citation
W2998055962,W2900990693,2019,2018,1,citation
W3029500692,W2282889649,2020,2016,4,citation
W3029500692,W2886722887,2020,2018,2,citation
W3029500692,W2914018831,2020,2019,1,citation
W3029500692,W2971222654,2020,2019,1,citation
W2766166064,W2580035316,2017,2017,0,citation
W2733505346,W2274884494,2017,2016,1,citation
W2733505346,W2569916394,2017,2017,0,citation
W3096624923,W2580035316,2020,2017,3,citation
W3096624923,W2901997867,2020,2018,2,citation
W3096624923,W3103145119,2020,2020,0,citation
W3111368623,W2607971096,2020,2017,3,citation
W3111368623,W2611702064,2020,2017,3,citation
W3111368623,W2773185014,2020,2017,3,citation
W3111368623,W2888576125,2020,2018,2,citation
W3111368623,W2948369079,2020,2019,1,citation
W3121726791,W2515993241,2020,2016,4,citation
W3126723625,W2560311215,2021,2016,5,citation
W3126723625,W3046239586,2021,2020,1,citation
W3126723625,W3117590816,2021,2020,1,citation
W4312787550,W3096665229,2022,2020,2,citation
W4316495534,W2753562621,2023,2017,6,citation
W4316495534,W2962725223,2023,2016,7,citation
W4316495534,W2969621323,2023,2019,4,citation
W4316495534,W3091809720,2023,2020,3,citation
W2952993450,W2515960390,2018,2016,2,citation
W2571601074,W2557044351,2021,2016,5,citation
W2598000561,W2401872870,2017,2016,1,citation
W2771763114,W2346458440,2017,2016,1,citation
W2771763114,W2500859732,2017,2016,1,citation
W2955477307,W2955477307,2020,2020,0,citation
W2955477307,W3125766404,2020,2018,2,citation
W3005477965,W2774496090,2020,2017,3,citation
W3005477965,W3005477965,2020,2020,0,citation
W2751176629,W2963601602,2017,2016,1,citation
W2793489194,W2584391952,2018,2017,1,citation
W2971658209,W2345136208,2018,2016,2,citation
W3081800586,W2599248786,2020,2017,3,citation
W3081800586,W2606146315,2020,2017,3,citation
W3081800586,W2770136356,2020,2017,3,citation
W3081800586,W2979607972,2020,2019,1,citation
W3086114923,W2588806259,2020,2016,4,citation
W3086114923,W2596633686,2020,2017,3,citation
W3086114923,W2612731621,2020,2017,3,citation
W3086114923,W2770029006,2020,2017,3,citation
W3086114923,W2893582118,2020,2018,2,citation
W3086114923,W2905537655,2020,2018,2,citation
W3086114923,W2966614717,2020,2019,1,citation
W3086114923,W2987811170,2020,2019,1,citation
W3086114923,W2989674684,2020,2019,1,citation
W3086114923,W2991116889,2020,2019,1,citation
W3086114923,W3092114813,2020,2020,0,citation
W3086114923,W3095979697,2020,2020,0,citation
W3086114923,W3096693050,2020,2020,0,citation
W4206831263,W4206831263,2022,2022,0,citation
W3016531869,W2800903840,2020,2018,2,citation
W4388043740,W4388043740,2023,2023,0,citation
W2891948247,W2528825140,2018,2016,2,citation
W2891948247,W2802369120,2018,2018,0,citation
W2896096668,W2318490588,2018,2016,2,citation
W2914284769,W2750897499,2018,2017,1,citation
W2914284769,W2791905685,2018,2018,0,citation
W4292850376,W2804732352,2022,2018,4,citation
W4292850376,W2895467751,2022,2018,4,citation
W4292850376,W3035403497,2022,2020,2,citation
W4366495239,W2771015626,2023,2017,6,citation
W4366495239,W2786764113,2023,2018,5,citation
W4366495239,W2905525260,2023,2018,5,citation
W4366495239,W3004951130,2023,2020,3,citation
W4366495239,W3082939112,2023,2020,3,citation
W4366495239,W3111669096,2023,2020,3,citation
W4366495239,W3162659764,2023,2021,2,citation
W4366495239,W3169741143,2023,2021,2,citation
W4366495239,W4306762239,2023,2022,1,citation
W3093743615,W2786505886,2020,2018,2,citation
W3093743615,W2787739094,2020,2018,2,citation
W3093743615,W2790214985,2020,2018,2,citation
W3102852273,W2394834952,2018,2016,2,citation
W3102852273,W2525568280,2018,2016,2,citation
W3102852273,W2767327342,2018,2017,1,citation
W3102852273,W2772639718,2018,2017,1,citation
W3102852273,W2896619892,2018,2018,0,citation
W3207143274,W2547130401,2021,2016,5,citation
W3207143274,W2774974579,2021,2017,4,citation
W4225380059,W3201387271,2022,2021,1,citation
W4225380059,W4287557095,2022,2023,-1,citation
W4291138601,W3175819408,2022,2021,1,citation
W4291138601,W4226074878,2022,2021,1,citation
W3118792184,W3103145119,2021,2020,1,citation
W3141402887,W2800022186,2021,2018,3,citation
W2895467751,W2548171465,2018,2016,2,citation
W4394716212,W2262563010,2024,2016,8,citation
W3091006471,W2605611918,2020,2017,3,citation
W4388161398,W4317900668,2023,2023,0,citation
W4362633869,W4285594169,2023,2022,1,citation
W4381248269,W4308030114,2023,2022,1,citation
W4390189010,W4380607252,2023,2023,0,citation
W4390189010,W4386709670,2023,2023,0,citation
W4390976476,W2478676557,2024,2016,8,citation
W4390976476,W2618640513,2024,2017,7,citation
W4390976476,W2989715384,2024,2019,5,citation
W4390976476,W3033908688,2024,2020,4,citation
W4390976476,W3120170196,2024,2021,3,citation
W4390976476,W3207203622,2024,2021,3,citation
W2622430428,W2546175334,2017,2016,1,citation
W3195864623,W2899709386,2021,2018,3,citation
W2561292701,W2471864083,2016,2016,0,citation
W4367845899,W2770772476,2023,2017,6,citation
W4367845899,W3026916242,2023,2020,3,citation
W3037630880,W2619124219,2020,2017,3,citation
W3037630880,W2786505886,2020,2018,2,citation
W3037630880,W2803218429,2020,2018,2,citation
W3037630880,W2887337924,2020,2018,2,citation
W3037630880,W2906726344,2020,2019,1,citation
W3037630880,W2909956023,2020,2019,1,citation
W3037630880,W2947715173,2020,2019,1,citation
W4285736758,W2901997867,2022,2018,4,citation
W4302759755,W2996323006,2022,2019,3,citation
W4302759755,W2999625554,2022,2020,2,citation
W4302759755,W3116426438,2022,2020,2,citation
W4302759755,W3175186133,2022,2022,0,citation
W4302759755,W4285171980,2022,2022,0,citation
W4362465217,W2955090981,2023,2019,4,citation
W4362465217,W3042071408,2023,2020,3,citation
W4362465217,W3081656043,2023,2020,3,citation
W3177649813,W2892598885,2021,2018,3,citation
W3177649813,W2946606145,2021,2019,2,citation
W3177649813,W2947233004,2021,2019,2,citation
W3177649813,W3047627873,2021,2020,1,citation
W3177649813,W3177649813,2021,2021,0,citation
W3177649813,W3179062825,2021,2021,0,citation
W4310480305,W2754518417,2022,2017,5,citation
W4310480305,W3008133655,2022,2020,2,citation
W2991445381,W2339629119,2019,2016,3,citation
W2991445381,W2517144006,2019,2016,3,citation
W2991445381,W2732872598,2019,2017,2,citation
W2991445381,W2808987896,2019,2018,1,citation
W2991445381,W2886109642,2019,2018,1,citation
W2991445381,W2890804331,2019,2018,1,citation
W3198299822,W3107848485,2021,2020,1,citation
W3198299822,W3201890160,2021,2021,0,citation
W4392809787,W2914457856,2024,2019,5,citation
W4225391134,W2913139810,2022,2019,3,citation
W2549775112,W2296487250,2016,2016,0,citation
W2732872598,W2339629119,2017,2016,1,citation
W2732872598,W2414852797,2017,2016,1,citation
W4392295194,W3019114312,2024,2020,4,citation
W4392295194,W3025520212,2024,2020,4,citation
W4392295194,W4311092234,2024,2022,2,citation
W4392295194,W4378903325,2024,2023,1,citation
W4319321494,W2528210237,2023,2016,7,citation
W4319321494,W2531372673,2023,2016,7,citation
W4319321494,W2604978294,2023,2017,6,citation
W4319321494,W2607420770,2023,2017,6,citation
W4319321494,W2898128856,2023,2018,5,citation
W4319321494,W2898699838,2023,2018,5,citation
W4319321494,W4210930435,2023,2022,1,citation
W4319321494,W4281701188,2023,2022,1,citation
W4283756729,W2587328645,2022,2017,5,citation
W4283756729,W2745965803,2022,2017,5,citation
W4283756729,W2799807381,2022,2018,4,citation
W4283756729,W2955168177,2022,2019,3,citation
W4283756729,W2957357082,2022,2019,3,citation
W4283756729,W4200214797,2022,2021,1,citation
W3103675439,W2584571470,2020,2017,3,citation
W3103675439,W2799257781,2020,2018,2,citation
W3103675439,W2918200588,2020,2019,1,citation
W3103675439,W2949389534,2020,2018,2,citation
W3103675439,W3006840035,2020,2020,0,citation
W3103675439,W3098106575,2020,2018,2,citation
W3103675439,W3103175505,2020,2018,2,citation
W3127572416,W2964082701,2021,2016,5,citation
W3127572416,W2984306354,2021,2019,2,citation
W2785425771,W2550771350,2018,2016,2,citation
W2912016252,W2574839378,2019,2017,2,citation
W4386740991,W2529052661,2023,2016,7,citation
W4386740991,W2601810315,2023,2017,6,citation
W4386740991,W3012542478,2023,2020,3,citation
W4386740991,W4382345223,2023,2023,0,citation
W3121556096,W3092427852,2021,2021,0,citation
W3190881271,W2588745414,2021,2017,4,citation
W3013782617,W2521853867,2020,2016,4,citation
W3013782617,W2734372932,2020,2017,3,citation
W3013782617,W2802306065,2020,2018,2,citation
W3013782617,W2890457875,2020,2018,2,citation
W2921460306,W2903461437,2019,2018,1,citation
W2921460306,W2903979242,2019,2018,1,citation
W3047587361,W2998432370,2020,2020,0,citation
W3047587361,W3014153848,2020,2020,0,citation
W3047587361,W3041107652,2020,2020,0,citation
W2337911175,W2310865243,2016,2016,0,citation
W2594672795,W2291504148,2017,2016,1,citation
W4392858914,W3081646668,2024,2020,4,citation
W4385270687,W3123375411,2023,2020,3,citation
W4401370623,W3025520212,2024,2020,4,citation
W4401370623,W4320522680,2024,2023,1,citation
W4393937712,W4280547462,2024,2022,2,citation
W4393937712,W4292714554,2024,2022,2,citation
W4393937712,W4324052037,2024,2023,1,citation
W4399546774,W4306742826,2024,2022,2,citation
W4399546774,W4319999816,2024,2023,1,citation
W4399546774,W4367173129,2024,2023,1,citation
W4399546774,W4382501570,2024,2023,1,citation
W4399546774,W4386347990,2024,2023,1,citation
W4399546774,W4387296520,2024,2023,1,citation
W4367055982,W3092527263,2023,2020,3,citation
W4375840295,W4211180435,2023,2022,1,citation
W2616616401,W2347268829,2017,2016,1,citation
W2616616401,W3104443802,2017,2017,0,citation
W4392647094,W4211126863,2024,2020,4,citation
W4311092234,W2749876086,2022,2017,5,citation
W4311092234,W2982440239,2022,2019,3,citation
W4313556674,W2981954134,2023,2019,4,citation
W4316814816,W2769758283,2023,2017,6,citation
W3034515560,W2803660520,2020,2018,2,citation
W3034515560,W2964589557,2020,2019,1,citation
W3092637536,W3010857908,2020,2020,0,citation
W3124292105,W3000137312,2022,2020,2,citation
W3124292105,W3000219414,2022,2020,2,citation
W4389330778,W3176823685,2023,2021,2,citation
W4389330778,W4368363427,2023,2023,0,citation
W4389697049,W2810551427,2023,2018,5,citation
W2908685061,W3103868522,2019,2018,1,citation
W2800382074,W2510617566,2018,2016,2,citation
W2800382074,W2787663477,2018,2017,1,citation
